,Open,High,Low,Close,Adj Close,Volume
2024-06-21 14:00:00+00:00,3472.90380859375,3513.80078125,3465.908447265625,3509.29296875,3509.29296875,0
2024-06-21 15:00:00+00:00,3511.310791015625,3516.70458984375,3473.708251953125,3483.70068359375,3483.70068359375,86626304
2024-06-21 16:00:00+00:00,3489.35791015625,3490.788330078125,3473.97216796875,3484.537841796875,3484.537841796875,0
2024-06-21 17:00:00+00:00,3485.429443359375,3501.73291015625,3469.5361328125,3478.27197265625,3478.27197265625,232150016
2024-06-21 18:00:00+00:00,3476.823486328125,3519.782470703125,3476.424560546875,3519.782470703125,3519.782470703125,108266496
2024-06-21 19:00:00+00:00,3520.66064453125,3531.75244140625,3509.501220703125,3530.86328125,3530.86328125,227337216
2024-06-21 20:00:00+00:00,3532.944091796875,3539.1572265625,3517.616943359375,3519.40380859375,3519.40380859375,99272704
2024-06-21 21:00:00+00:00,3520.219482421875,3521.948974609375,3500.514892578125,3514.94091796875,3514.94091796875,156726272
2024-06-21 22:00:00+00:00,3515.449462890625,3524.957275390625,3514.289794921875,3521.44677734375,3521.44677734375,47068160
2024-06-21 23:00:00+00:00,3521.394775390625,3525.1396484375,3515.555419921875,3516.359375,3516.359375,0
2024-06-22 00:00:00+00:00,3516.55126953125,3519.49755859375,3494.37353515625,3499.247314453125,3499.247314453125,0
2024-06-22 01:00:00+00:00,3499.911865234375,3505.9599609375,3495.452392578125,3502.89501953125,3502.89501953125,0
2024-06-22 02:00:00+00:00,3501.483642578125,3509.40087890625,3500.898193359375,3503.02734375,3503.02734375,0
2024-06-22 03:00:00+00:00,3503.545166015625,3509.680908203125,3502.991455078125,3504.403564453125,3504.403564453125,0
2024-06-22 04:00:00+00:00,3504.690185546875,3507.219482421875,3499.15478515625,3507.219482421875,3507.219482421875,0
2024-06-22 05:00:00+00:00,3506.8779296875,3506.8779296875,3499.04833984375,3506.157958984375,3506.157958984375,0
2024-06-22 06:00:00+00:00,3506.3330078125,3507.165283203125,3501.434326171875,3501.531494140625,3501.531494140625,0
2024-06-22 07:00:00+00:00,3501.529541015625,3501.529541015625,3489.620849609375,3491.9873046875,3491.9873046875,0
2024-06-22 08:00:00+00:00,3491.8369140625,3492.032958984375,3477.169921875,3482.468017578125,3482.468017578125,0
2024-06-22 09:00:00+00:00,3483.101318359375,3493.201904296875,3482.518310546875,3491.21337890625,3491.21337890625,0
2024-06-22 10:00:00+00:00,3491.166015625,3496.478759765625,3488.146240234375,3494.093994140625,3494.093994140625,0
2024-06-22 11:00:00+00:00,3494.7744140625,3495.123291015625,3490.273681640625,3491.531982421875,3491.531982421875,0
2024-06-22 12:00:00+00:00,3490.902587890625,3493.19140625,3487.202392578125,3487.5166015625,3487.5166015625,0
2024-06-22 13:00:00+00:00,3486.474853515625,3499.176025390625,3486.474853515625,3498.06787109375,3498.06787109375,0
2024-06-22 14:00:00+00:00,3498.692138671875,3508.071533203125,3496.960693359375,3500.1201171875,3500.1201171875,0
2024-06-22 15:00:00+00:00,3501.050048828125,3502.79296875,3497.365966796875,3502.7548828125,3502.7548828125,0
2024-06-22 16:00:00+00:00,3503.429443359375,3504.34814453125,3496.299560546875,3502.410400390625,3502.410400390625,0
2024-06-22 17:00:00+00:00,3503.89208984375,3504.779296875,3498.67578125,3498.89208984375,3498.89208984375,0
2024-06-22 18:00:00+00:00,3496.4560546875,3499.855224609375,3492.606201171875,3493.450439453125,3493.450439453125,0
2024-06-22 19:00:00+00:00,3492.03955078125,3495.441162109375,3486.22509765625,3490.336181640625,3490.336181640625,0
2024-06-22 20:00:00+00:00,3489.49853515625,3495.264892578125,3486.17626953125,3494.897216796875,3494.897216796875,0
2024-06-22 21:00:00+00:00,3494.44921875,3505.8671875,3493.993408203125,3505.8671875,3505.8671875,0
2024-06-22 22:00:00+00:00,3504.72607421875,3504.72607421875,3499.986083984375,3500.201171875,3500.201171875,0
2024-06-22 23:00:00+00:00,3500.6669921875,3502.318603515625,3493.954833984375,3495.242919921875,3495.242919921875,0
2024-06-23 00:00:00+00:00,3495.322021484375,3510.0078125,3494.0986328125,3506.345947265625,3506.345947265625,0
2024-06-23 01:00:00+00:00,3507.435791015625,3509.293701171875,3502.32470703125,3507.301025390625,3507.301025390625,0
2024-06-23 02:00:00+00:00,3506.36376953125,3509.619384765625,3503.208251953125,3509.619384765625,3509.619384765625,0
2024-06-23 03:00:00+00:00,3510.5986328125,3517.341552734375,3508.86328125,3517.341552734375,3517.341552734375,5234688
2024-06-23 04:00:00+00:00,3516.73486328125,3519.324951171875,3512.3837890625,3512.751220703125,3512.751220703125,61314560
2024-06-23 05:00:00+00:00,3513.266845703125,3516.403564453125,3507.4384765625,3507.4384765625,3507.4384765625,0
2024-06-23 06:00:00+00:00,3507.35986328125,3509.88037109375,3506.230712890625,3506.4609375,3506.4609375,0
2024-06-23 07:00:00+00:00,3506.03125,3511.6435546875,3506.03125,3510.6552734375,3510.6552734375,0
2024-06-23 08:00:00+00:00,3510.89306640625,3510.89306640625,3502.21728515625,3502.852294921875,3502.852294921875,0
2024-06-23 09:00:00+00:00,3504.690673828125,3505.2294921875,3498.42529296875,3499.852783203125,3499.852783203125,36990464
2024-06-23 10:00:00+00:00,3500.505859375,3500.505859375,3491.57080078125,3492.7001953125,3492.7001953125,0
2024-06-23 11:00:00+00:00,3492.145751953125,3495.79296875,3488.347900390625,3495.396728515625,3495.396728515625,108946432
2024-06-23 12:00:00+00:00,3495.616455078125,3501.292236328125,3494.7119140625,3497.924072265625,3497.924072265625,35852800
2024-06-23 13:00:00+00:00,3497.766357421875,3500.340087890625,3493.437744140625,3494.275634765625,3494.275634765625,0
2024-06-23 14:00:00+00:00,3495.3583984375,3495.652587890625,3481.75048828125,3482.228271484375,3482.228271484375,150661120
2024-06-23 15:00:00+00:00,3482.59033203125,3485.1328125,3470.908447265625,3471.626708984375,3471.626708984375,436990976
2024-06-23 16:00:00+00:00,3472.614013671875,3478.508056640625,3461.93212890625,3462.33251953125,3462.33251953125,179853312
2024-06-23 17:00:00+00:00,3461.4072265625,3476.91064453125,3461.4072265625,3471.048583984375,3471.048583984375,245703168
2024-06-23 18:00:00+00:00,3471.0966796875,3475.499267578125,3470.757568359375,3475.499267578125,3475.499267578125,27550720
2024-06-23 19:00:00+00:00,3475.642578125,3478.46337890625,3474.25830078125,3476.434814453125,3476.434814453125,0
2024-06-23 20:00:00+00:00,3477.6533203125,3477.6533203125,3431.371826171875,3433.34423828125,3433.34423828125,622429696
2024-06-23 21:00:00+00:00,3433.54248046875,3436.92529296875,3408.5830078125,3430.3720703125,3430.3720703125,465129472
2024-06-23 22:00:00+00:00,3432.436279296875,3432.436279296875,3414.791259765625,3421.9697265625,3421.9697265625,274733056
2024-06-23 23:00:00+00:00,3422.978759765625,3426.107666015625,3417.7314453125,3418.294921875,3418.294921875,290322432
2024-06-24 00:00:00+00:00,3418.783203125,3429.953857421875,3411.212890625,3420.300537109375,3420.300537109375,540305408
2024-06-24 01:00:00+00:00,3422.025390625,3422.885498046875,3407.75927734375,3421.61328125,3421.61328125,489934848
2024-06-24 02:00:00+00:00,3421.76611328125,3423.589111328125,3391.1923828125,3404.17138671875,3404.17138671875,462090240
2024-06-24 03:00:00+00:00,3402.905029296875,3416.53125,3401.59619140625,3401.7763671875,3401.7763671875,204497920
2024-06-24 04:00:00+00:00,3400.775390625,3410.029296875,3385.97900390625,3407.09033203125,3407.09033203125,273347584
2024-06-24 05:00:00+00:00,3406.2158203125,3406.2158203125,3355.392333984375,3366.728759765625,3366.728759765625,860156928
2024-06-24 06:00:00+00:00,3368.4921875,3381.40478515625,3363.2080078125,3372.2763671875,3372.2763671875,446205952
2024-06-24 07:00:00+00:00,3371.5986328125,3380.33447265625,3361.3740234375,3368.9482421875,3368.9482421875,380996608
2024-06-24 08:00:00+00:00,3367.245849609375,3390.923583984375,3356.86083984375,3376.028564453125,3376.028564453125,504982528
2024-06-24 09:00:00+00:00,3381.6533203125,3382.729736328125,3276.458740234375,3309.75927734375,3309.75927734375,2375048192
2024-06-24 10:00:00+00:00,3306.550048828125,3322.734375,3306.172119140625,3319.38623046875,3319.38623046875,633235456
2024-06-24 11:00:00+00:00,3317.713623046875,3329.0263671875,3307.511474609375,3318.611328125,3318.611328125,472571904
2024-06-24 12:00:00+00:00,3319.010986328125,3334.960693359375,3311.88916015625,3314.4091796875,3314.4091796875,366058496
2024-06-24 13:00:00+00:00,3316.898193359375,3326.05224609375,3293.103271484375,3323.119873046875,3323.119873046875,507564032
2024-06-24 14:00:00+00:00,3323.2275390625,3330.11962890625,3296.94921875,3311.5859375,3311.5859375,268101632
2024-06-24 15:00:00+00:00,3304.51416015625,3309.87109375,3262.6630859375,3269.86572265625,3269.86572265625,520105984
2024-06-24 16:00:00+00:00,3278.273193359375,3289.529052734375,3244.241455078125,3262.0361328125,3262.0361328125,528502784
2024-06-24 17:00:00+00:00,3259.09130859375,3297.753662109375,3249.463134765625,3290.40087890625,3290.40087890625,1202974720
2024-06-24 18:00:00+00:00,3291.685302734375,3309.578125,3267.107177734375,3297.580810546875,3297.580810546875,702459904
2024-06-24 19:00:00+00:00,3301.03857421875,3309.822509765625,3287.686279296875,3287.686279296875,3287.686279296875,561522688
2024-06-24 20:00:00+00:00,3292.8359375,3325.012939453125,3267.001220703125,3307.98388671875,3307.98388671875,799514624
2024-06-24 21:00:00+00:00,3309.0634765625,3346.754638671875,3306.847412109375,3342.569580078125,3342.569580078125,336666624
2024-06-24 22:00:00+00:00,3347.383544921875,3350.333984375,3332.58203125,3332.58203125,3332.58203125,0
2024-06-24 23:00:00+00:00,3331.482177734375,3359.994384765625,3329.02978515625,3351.709228515625,3351.709228515625,144181248
2024-06-25 00:00:00+00:00,3350.5556640625,3358.40283203125,3342.708984375,3346.4892578125,3346.4892578125,0
2024-06-25 01:00:00+00:00,3345.601806640625,3345.601806640625,3335.556884765625,3344.594482421875,3344.594482421875,0
2024-06-25 02:00:00+00:00,3347.475341796875,3351.70068359375,3338.41845703125,3348.32861328125,3348.32861328125,0
2024-06-25 03:00:00+00:00,3343.71044921875,3381.807373046875,3342.880126953125,3371.764892578125,3371.764892578125,389251072
2024-06-25 04:00:00+00:00,3371.03955078125,3391.21435546875,3370.892333984375,3390.524658203125,3390.524658203125,20408320
2024-06-25 05:00:00+00:00,3389.153564453125,3392.66259765625,3370.3330078125,3375.1435546875,3375.1435546875,0
2024-06-25 06:00:00+00:00,3373.871337890625,3375.761962890625,3367.517333984375,3368.40576171875,3368.40576171875,0
2024-06-25 07:00:00+00:00,3368.919921875,3376.109619140625,3358.320068359375,3358.320068359375,3358.320068359375,0
2024-06-25 08:00:00+00:00,3358.318603515625,3363.388916015625,3346.792236328125,3351.250732421875,3351.250732421875,0
2024-06-25 09:00:00+00:00,3352.310302734375,3389.312255859375,3352.310302734375,3380.054443359375,3380.054443359375,0
2024-06-25 10:00:00+00:00,3380.828369140625,3382.66552734375,3364.782958984375,3377.223388671875,3377.223388671875,0
2024-06-25 11:00:00+00:00,3376.43310546875,3383.78857421875,3371.53125,3376.388671875,3376.388671875,0
2024-06-25 12:00:00+00:00,3374.673095703125,3376.927490234375,3362.949951171875,3363.731201171875,3363.731201171875,0
2024-06-25 13:00:00+00:00,3363.728515625,3375.149658203125,3358.19482421875,3363.46875,3363.46875,0
2024-06-25 14:00:00+00:00,3364.892578125,3411.59716796875,3362.194091796875,3402.985107421875,3402.985107421875,288008192
2024-06-25 15:00:00+00:00,3402.808349609375,3421.587158203125,3396.114990234375,3420.20849609375,3420.20849609375,0
2024-06-25 16:00:00+00:00,3419.682861328125,3422.134765625,3382.210205078125,3382.210205078125,3382.210205078125,0
2024-06-25 17:00:00+00:00,3383.85888671875,3402.806640625,3383.85888671875,3388.330322265625,3388.330322265625,0
2024-06-25 18:00:00+00:00,3388.653076171875,3420.12060546875,3384.6328125,3417.393310546875,3417.393310546875,0
2024-06-25 19:00:00+00:00,3417.0810546875,3420.24169921875,3407.433837890625,3419.184814453125,3419.184814453125,0
2024-06-25 20:00:00+00:00,3415.565185546875,3417.628173828125,3411.226806640625,3411.2490234375,3411.2490234375,0
2024-06-25 21:00:00+00:00,3410.732177734375,3410.732177734375,3400.9306640625,3400.9306640625,3400.9306640625,0
2024-06-25 22:00:00+00:00,3400.443359375,3413.105224609375,3399.93017578125,3400.58154296875,3400.58154296875,0
2024-06-25 23:00:00+00:00,3402.326171875,3405.06396484375,3389.181640625,3395.130859375,3395.130859375,0
2024-06-26 00:00:00+00:00,3394.373291015625,3395.175537109375,3385.729248046875,3388.321044921875,3388.321044921875,0
2024-06-26 01:00:00+00:00,3387.9091796875,3416.436767578125,3387.427734375,3415.70068359375,3415.70068359375,105730048
2024-06-26 02:00:00+00:00,3413.757568359375,3421.509521484375,3404.503173828125,3405.469482421875,3405.469482421875,0
2024-06-26 03:00:00+00:00,3404.072509765625,3405.579345703125,3389.475341796875,3393.683349609375,3393.683349609375,0
2024-06-26 04:00:00+00:00,3394.014404296875,3396.243408203125,3387.273193359375,3388.625732421875,3388.625732421875,0
2024-06-26 05:00:00+00:00,3387.62939453125,3392.978759765625,3377.859130859375,3389.54248046875,3389.54248046875,0
2024-06-26 06:00:00+00:00,3389.404541015625,3393.398681640625,3386.277587890625,3388.69287109375,3388.69287109375,0
2024-06-26 07:00:00+00:00,3388.194091796875,3401.897216796875,3385.36962890625,3400.400146484375,3400.400146484375,0
2024-06-26 08:00:00+00:00,3400.7041015625,3400.7041015625,3381.985595703125,3385.93994140625,3385.93994140625,0
2024-06-26 09:00:00+00:00,3384.2001953125,3384.6767578125,3374.510498046875,3378.702392578125,3378.702392578125,0
2024-06-26 10:00:00+00:00,3378.212646484375,3379.76123046875,3367.62890625,3372.49560546875,3372.49560546875,0
2024-06-26 11:00:00+00:00,3373.4814453125,3382.546630859375,3373.4814453125,3379.67822265625,3379.67822265625,0
2024-06-26 12:00:00+00:00,3379.981201171875,3384.7158203125,3370.101806640625,3372.61328125,3372.61328125,0
2024-06-26 13:00:00+00:00,3372.165283203125,3389.508544921875,3368.401611328125,3389.376220703125,3389.376220703125,11173888
2024-06-26 14:00:00+00:00,3387.189697265625,3393.164794921875,3372.1142578125,3379.070556640625,3379.070556640625,0
2024-06-26 15:00:00+00:00,3377.901611328125,3377.901611328125,3348.751708984375,3359.62744140625,3359.62744140625,0
2024-06-26 16:00:00+00:00,3360.5888671875,3363.887939453125,3350.382568359375,3351.60546875,3351.60546875,0
2024-06-26 17:00:00+00:00,3351.911865234375,3360.057861328125,3328.390625,3360.057861328125,3360.057861328125,387871744
2024-06-26 18:00:00+00:00,3368.854248046875,3368.854248046875,3355.224365234375,3363.957763671875,3363.957763671875,0
2024-06-26 19:00:00+00:00,3363.421875,3406.210693359375,3356.734619140625,3405.8271484375,3405.8271484375,298280960
2024-06-26 20:00:00+00:00,3405.573974609375,3412.039306640625,3378.21337890625,3388.46142578125,3388.46142578125,302895104
2024-06-26 21:00:00+00:00,3389.339111328125,3391.7666015625,3380.3798828125,3386.8955078125,3386.8955078125,3933184
2024-06-26 22:00:00+00:00,3387.822265625,3391.195068359375,3376.489990234375,3378.25634765625,3378.25634765625,18947072
2024-06-26 23:00:00+00:00,3378.080078125,3378.350341796875,3365.833251953125,3369.343505859375,3369.343505859375,0
2024-06-27 00:00:00+00:00,3368.88623046875,3372.80029296875,3362.2646484375,3370.156982421875,3370.156982421875,51187712
2024-06-27 01:00:00+00:00,3369.861328125,3379.06884765625,3364.861572265625,3378.82275390625,3378.82275390625,0
2024-06-27 02:00:00+00:00,3377.407958984375,3385.13037109375,3366.54931640625,3383.521728515625,3383.521728515625,0
2024-06-27 03:00:00+00:00,3383.45947265625,3388.02783203125,3378.189697265625,3380.184814453125,3380.184814453125,0
2024-06-27 04:00:00+00:00,3380.510986328125,3385.874267578125,3380.41552734375,3382.130859375,3382.130859375,0
2024-06-27 05:00:00+00:00,3382.35791015625,3383.78466796875,3366.738037109375,3366.738037109375,3366.738037109375,0
2024-06-27 06:00:00+00:00,3366.6318359375,3373.433349609375,3364.32861328125,3371.297119140625,3371.297119140625,89577472
2024-06-27 07:00:00+00:00,3369.98095703125,3375.01025390625,3365.338623046875,3372.471923828125,3372.471923828125,0
2024-06-27 08:00:00+00:00,3372.8916015625,3375.754150390625,3367.04248046875,3373.68505859375,3373.68505859375,0
2024-06-27 09:00:00+00:00,3374.144775390625,3397.67431640625,3371.94189453125,3397.67431640625,3397.67431640625,99544064
2024-06-27 10:00:00+00:00,3395.500244140625,3406.88232421875,3393.3505859375,3393.3505859375,3393.3505859375,211427328
2024-06-27 11:00:00+00:00,3392.168701171875,3403.94873046875,3391.872314453125,3403.8544921875,3403.8544921875,97682432
2024-06-27 12:00:00+00:00,3401.49267578125,3435.20556640625,3401.49267578125,3429.197998046875,3429.197998046875,707388416
2024-06-27 13:00:00+00:00,3430.725341796875,3459.6796875,3430.725341796875,3453.77685546875,3453.77685546875,645192704
2024-06-27 14:00:00+00:00,3456.919677734375,3470.923095703125,3443.95654296875,3443.95654296875,3443.95654296875,236908544
2024-06-27 15:00:00+00:00,3445.074951171875,3450.016845703125,3440.716552734375,3445.527587890625,3445.527587890625,0
2024-06-27 16:00:00+00:00,3448.679443359375,3451.198486328125,3436.31298828125,3448.083251953125,3448.083251953125,10749952
2024-06-27 17:00:00+00:00,3447.535400390625,3459.525634765625,3447.209228515625,3458.89306640625,3458.89306640625,0
2024-06-27 18:00:00+00:00,3458.477783203125,3461.42529296875,3447.405029296875,3448.07080078125,3448.07080078125,0
2024-06-27 19:00:00+00:00,3450.59814453125,3450.59814453125,3442.114990234375,3447.107421875,3447.107421875,0
2024-06-27 20:00:00+00:00,3445.105224609375,3446.93017578125,3436.581787109375,3442.21875,3442.21875,0
2024-06-27 21:00:00+00:00,3440.603759765625,3443.8798828125,3438.690673828125,3442.4873046875,3442.4873046875,14321664
2024-06-27 22:00:00+00:00,3443.218017578125,3448.999267578125,3441.603515625,3447.00048828125,3447.00048828125,0
2024-06-27 23:00:00+00:00,3446.977783203125,3447.91357421875,3442.407958984375,3444.7041015625,3444.7041015625,0
2024-06-28 00:00:00+00:00,3445.498779296875,3448.50341796875,3433.806884765625,3435.72265625,3435.72265625,0
2024-06-28 01:00:00+00:00,3435.73876953125,3482.95751953125,3433.34130859375,3482.847412109375,3482.847412109375,380225536
2024-06-28 02:00:00+00:00,3480.611328125,3480.611328125,3444.489990234375,3449.26904296875,3449.26904296875,120269824
2024-06-28 03:00:00+00:00,3448.0615234375,3461.447509765625,3444.12646484375,3456.964599609375,3456.964599609375,0
2024-06-28 04:00:00+00:00,3456.621337890625,3456.893310546875,3442.51806640625,3452.6669921875,3452.6669921875,0
2024-06-28 05:00:00+00:00,3455.2978515625,3455.2978515625,3442.48779296875,3445.349365234375,3445.349365234375,48428032
2024-06-28 06:00:00+00:00,3445.379150390625,3451.221923828125,3443.781494140625,3450.381103515625,3450.381103515625,0
2024-06-28 07:00:00+00:00,3451.39453125,3451.39453125,3425.32080078125,3429.190673828125,3429.190673828125,111775744
2024-06-28 08:00:00+00:00,3428.307861328125,3433.90478515625,3419.37353515625,3433.90478515625,3433.90478515625,237332480
2024-06-28 09:00:00+00:00,3435.0244140625,3437.99853515625,3429.50537109375,3437.00439453125,3437.00439453125,0
2024-06-28 10:00:00+00:00,3437.236328125,3443.7392578125,3435.592529296875,3443.2392578125,3443.2392578125,0
2024-06-28 11:00:00+00:00,3442.494873046875,3455.65234375,3439.444580078125,3447.9111328125,3447.9111328125,15835136
2024-06-28 12:00:00+00:00,3448.2099609375,3462.2470703125,3436.662109375,3437.111083984375,3437.111083984375,0
2024-06-28 13:00:00+00:00,3435.72314453125,3467.8251953125,3430.139892578125,3440.28076171875,3440.28076171875,0
2024-06-28 14:00:00+00:00,3441.47705078125,3454.187744140625,3400.946533203125,3407.524658203125,3407.524658203125,266066944
2024-06-28 15:00:00+00:00,3407.06689453125,3412.447021484375,3399.837646484375,3411.763916015625,3411.763916015625,145754112
2024-06-28 16:00:00+00:00,3408.083251953125,3409.849609375,3371.8759765625,3389.50341796875,3389.50341796875,555234304
2024-06-28 17:00:00+00:00,3391.2607421875,3396.922119140625,3377.90771484375,3380.55419921875,3380.55419921875,157975552
2024-06-28 18:00:00+00:00,3379.829833984375,3383.287109375,3374.95166015625,3378.691162109375,3378.691162109375,0
2024-06-28 19:00:00+00:00,3378.328857421875,3378.84521484375,3363.96826171875,3373.292724609375,3373.292724609375,109447168
2024-06-28 20:00:00+00:00,3371.55615234375,3386.68994140625,3371.55615234375,3382.95947265625,3382.95947265625,10658816
2024-06-28 21:00:00+00:00,3383.353271484375,3383.353271484375,3369.63134765625,3377.02294921875,3377.02294921875,33773568
2024-06-28 22:00:00+00:00,3377.042724609375,3377.349609375,3363.517578125,3367.8759765625,3367.8759765625,83863552
2024-06-28 23:00:00+00:00,3367.69189453125,3375.827880859375,3366.10009765625,3373.4931640625,3373.4931640625,56088576
2024-06-29 00:00:00+00:00,3373.68994140625,3383.046630859375,3373.68994140625,3382.335693359375,3382.335693359375,67828736
2024-06-29 01:00:00+00:00,3382.573974609375,3391.6298828125,3382.008056640625,3390.097900390625,3390.097900390625,0
2024-06-29 02:00:00+00:00,3390.106689453125,3391.9814453125,3379.874755859375,3383.512939453125,3383.512939453125,0
2024-06-29 03:00:00+00:00,3383.722412109375,3385.031982421875,3378.773681640625,3379.876220703125,3379.876220703125,0
2024-06-29 04:00:00+00:00,3380.127685546875,3384.867919921875,3378.344970703125,3383.580078125,3383.580078125,0
2024-06-29 05:00:00+00:00,3383.76953125,3384.82275390625,3376.42333984375,3380.555419921875,3380.555419921875,0
2024-06-29 06:00:00+00:00,3380.031494140625,3383.092041015625,3378.074951171875,3382.7177734375,3382.7177734375,0
2024-06-29 07:00:00+00:00,3382.847412109375,3400.98583984375,3382.847412109375,3394.489990234375,3394.489990234375,0
2024-06-29 08:00:00+00:00,3394.1953125,3395.14697265625,3384.3369140625,3385.7431640625,3385.7431640625,0
2024-06-29 09:00:00+00:00,3386.593994140625,3388.20947265625,3383.31494140625,3388.20947265625,3388.20947265625,0
2024-06-29 10:00:00+00:00,3387.836669921875,3395.2021484375,3387.836669921875,3391.5888671875,3391.5888671875,0
2024-06-29 11:00:00+00:00,3391.752197265625,3399.7666015625,3389.46533203125,3396.975830078125,3396.975830078125,0
2024-06-29 12:00:00+00:00,3395.632080078125,3397.822021484375,3386.343017578125,3387.28857421875,3387.28857421875,0
2024-06-29 13:00:00+00:00,3387.349609375,3393.8037109375,3386.296875,3389.2529296875,3389.2529296875,0
2024-06-29 14:00:00+00:00,3388.345947265625,3389.43798828125,3378.688720703125,3383.04833984375,3383.04833984375,0
2024-06-29 15:00:00+00:00,3382.490966796875,3388.853271484375,3378.5078125,3388.853271484375,3388.853271484375,0
2024-06-29 16:00:00+00:00,3389.271484375,3389.271484375,3378.619384765625,3380.761474609375,3380.761474609375,0
2024-06-29 17:00:00+00:00,3380.83447265625,3385.39990234375,3377.300537109375,3384.281005859375,3384.281005859375,0
2024-06-29 18:00:00+00:00,3384.247314453125,3385.217529296875,3379.33251953125,3385.217529296875,3385.217529296875,0
2024-06-29 19:00:00+00:00,3384.30810546875,3385.69873046875,3372.94384765625,3381.339599609375,3381.339599609375,0
2024-06-29 20:00:00+00:00,3381.291259765625,3383.11376953125,3375.031005859375,3377.906494140625,3377.906494140625,0
2024-06-29 21:00:00+00:00,3378.5576171875,3381.8896484375,3373.047119140625,3381.8896484375,3381.8896484375,0
2024-06-29 22:00:00+00:00,3382.669921875,3382.669921875,3369.552734375,3370.079345703125,3370.079345703125,0
2024-06-29 23:00:00+00:00,3370.645751953125,3375.969970703125,3370.645751953125,3371.931884765625,3371.931884765625,0
2024-06-30 00:00:00+00:00,3373.07568359375,3383.37255859375,3371.3837890625,3380.638427734375,3380.638427734375,0
2024-06-30 01:00:00+00:00,3380.5654296875,3381.1953125,3368.83154296875,3368.83154296875,3368.83154296875,0
2024-06-30 02:00:00+00:00,3370.455810546875,3371.58251953125,3352.284423828125,3355.6943359375,3355.6943359375,195041280
2024-06-30 03:00:00+00:00,3355.80224609375,3367.454345703125,3355.80224609375,3365.116943359375,3365.116943359375,45563904
2024-06-30 04:00:00+00:00,3365.53271484375,3366.13525390625,3358.74658203125,3358.74658203125,3358.74658203125,3620352
2024-06-30 05:00:00+00:00,3358.3916015625,3361.962890625,3354.507080078125,3360.564697265625,3360.564697265625,22351360
2024-06-30 06:00:00+00:00,3361.211669921875,3370.01513671875,3356.596435546875,3369.902099609375,3369.902099609375,2617344
2024-06-30 07:00:00+00:00,3371.541259765625,3392.982177734375,3371.541259765625,3386.91552734375,3386.91552734375,181140992
2024-06-30 08:00:00+00:00,3388.032470703125,3392.8173828125,3382.09326171875,3386.80322265625,3386.80322265625,45487104
2024-06-30 09:00:00+00:00,3386.67431640625,3390.988525390625,3383.1884765625,3383.285888671875,3383.285888671875,39380480
2024-06-30 10:00:00+00:00,3383.3955078125,3386.22705078125,3379.7109375,3380.529052734375,3380.529052734375,22646272
2024-06-30 11:00:00+00:00,3381.1630859375,3389.0078125,3381.094482421875,3382.726806640625,3382.726806640625,0
2024-06-30 12:00:00+00:00,3383.114990234375,3388.5595703125,3376.319580078125,3379.992431640625,3379.992431640625,17498624
2024-06-30 13:00:00+00:00,3380.1513671875,3391.2890625,3380.1513671875,3389.757080078125,3389.757080078125,81309184
2024-06-30 14:00:00+00:00,3390.344970703125,3396.217529296875,3386.729736328125,3387.7998046875,3387.7998046875,70584320
2024-06-30 15:00:00+00:00,3387.71435546875,3395.46142578125,3387.71435546875,3393.38916015625,3393.38916015625,15483392
