Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-21 00:00:00+00:00,2574.571533203125,2578.5830078125,2574.286376953125,2578.108642578125,2578.108642578125,8083456
2024-08-21 00:15:00+00:00,2580.25341796875,2584.043212890625,2580.25341796875,2582.885986328125,2582.885986328125,0
2024-08-21 00:30:00+00:00,2582.23779296875,2583.40576171875,2577.000732421875,2581.944091796875,2581.944091796875,0
2024-08-21 00:45:00+00:00,2581.923095703125,2584.809326171875,2577.396240234375,2577.396240234375,2577.396240234375,0
2024-08-21 01:00:00+00:00,2577.960693359375,2580.65234375,2576.0927734375,2578.94677734375,2578.94677734375,0
2024-08-21 01:15:00+00:00,2577.540283203125,2579.384521484375,2563.43798828125,2571.275146484375,2571.275146484375,48889856
2024-08-21 01:30:00+00:00,2570.624267578125,2574.00146484375,2566.727294921875,2574.00146484375,2574.00146484375,5288960
2024-08-21 01:45:00+00:00,2577.366943359375,2583.79150390625,2577.366943359375,2583.79150390625,2583.79150390625,27262976
2024-08-21 02:00:00+00:00,2584.648681640625,2592.683349609375,2584.648681640625,2592.63916015625,2592.63916015625,39780352
2024-08-21 02:15:00+00:00,2591.923583984375,2592.28369140625,2587.537109375,2587.537109375,2587.537109375,8398848
2024-08-21 02:30:00+00:00,2587.69482421875,2592.18212890625,2587.2333984375,2591.6220703125,2591.6220703125,1004544
2024-08-21 02:45:00+00:00,2592.098388671875,2596.136474609375,2590.525390625,2591.001953125,2591.001953125,40154112
2024-08-21 03:00:00+00:00,2590.855712890625,2593.738037109375,2588.96142578125,2593.738037109375,2593.738037109375,3758080
2024-08-21 03:15:00+00:00,2593.01171875,2593.781005859375,2591.3544921875,2592.62548828125,2592.62548828125,2398208
2024-08-21 03:30:00+00:00,2592.46533203125,2592.46533203125,2587.737548828125,2588.833251953125,2588.833251953125,0
2024-08-21 03:45:00+00:00,2589.131103515625,2591.0576171875,2589.032958984375,2591.0576171875,2591.0576171875,4642816
2024-08-21 04:00:00+00:00,2591.974365234375,2593.264404296875,2589.950439453125,2589.950439453125,2589.950439453125,0
2024-08-21 04:15:00+00:00,2590.031494140625,2594.2177734375,2590.031494140625,2592.015625,2592.015625,0
2024-08-21 04:30:00+00:00,2591.052734375,2591.95654296875,2590.685302734375,2591.95654296875,2591.95654296875,0
2024-08-21 04:45:00+00:00,2591.689208984375,2592.459228515625,2590.61572265625,2592.140380859375,2592.140380859375,0
2024-08-21 05:00:00+00:00,2592.349365234375,2594.667724609375,2592.349365234375,2594.667724609375,2594.667724609375,0
2024-08-21 05:15:00+00:00,2594.693359375,2595.02978515625,2594.18017578125,2594.18017578125,2594.18017578125,0
2024-08-21 05:30:00+00:00,2594.1787109375,2595.773681640625,2593.984375,2594.08837890625,2594.08837890625,0
2024-08-21 05:45:00+00:00,2592.69482421875,2594.653076171875,2592.69482421875,2592.9892578125,2592.9892578125,0
2024-08-21 06:00:00+00:00,2593.801025390625,2599.337646484375,2593.801025390625,2599.337646484375,2599.337646484375,10087424
2024-08-21 06:15:00+00:00,2598.7978515625,2604.01416015625,2598.75244140625,2603.7841796875,2603.7841796875,37072896
2024-08-21 06:30:00+00:00,2603.9736328125,2604.81689453125,2600.18408203125,2603.877197265625,2603.877197265625,6627328
2024-08-21 06:45:00+00:00,2603.3125,2603.3125,2599.88525390625,2600.305419921875,2600.305419921875,8401920
2024-08-21 07:00:00+00:00,2601.077880859375,2605.874267578125,2601.077880859375,2602.986083984375,2602.986083984375,10704896
2024-08-21 07:15:00+00:00,2601.206787109375,2603.0478515625,2601.206787109375,2602.016357421875,2602.016357421875,403456
2024-08-21 07:30:00+00:00,2603.4453125,2605.128173828125,2598.35009765625,2599.313232421875,2599.313232421875,27696128
2024-08-21 07:45:00+00:00,2599.430419921875,2601.392333984375,2597.255859375,2601.0869140625,2601.0869140625,21400576
2024-08-21 08:00:00+00:00,2600.828125,2606.2275390625,2589.624755859375,2589.624755859375,2589.624755859375,35815424
2024-08-21 08:15:00+00:00,2588.584716796875,2589.264404296875,2581.338623046875,2588.989013671875,2588.989013671875,46615552
2024-08-21 08:30:00+00:00,2589.17724609375,2594.001220703125,2587.34912109375,2592.229736328125,2592.229736328125,23767040
2024-08-21 08:45:00+00:00,2592.289794921875,2592.289794921875,2586.668701171875,2586.668701171875,2586.668701171875,6786048
2024-08-21 09:00:00+00:00,2586.0205078125,2586.96533203125,2577.25146484375,2577.590576171875,2577.590576171875,8630272
2024-08-21 09:15:00+00:00,2578.61767578125,2580.965576171875,2573.047607421875,2575.7490234375,2575.7490234375,64925696
2024-08-21 09:30:00+00:00,2575.75537109375,2577.946044921875,2572.446533203125,2577.946044921875,2577.946044921875,35067904
2024-08-21 09:45:00+00:00,2577.866455078125,2582.17822265625,2577.464111328125,2580.791259765625,2580.791259765625,25286656
2024-08-21 10:00:00+00:00,2581.48291015625,2584.251220703125,2579.773681640625,2584.251220703125,2584.251220703125,5679104
2024-08-21 10:15:00+00:00,2584.560546875,2584.560546875,2583.2255859375,2583.2255859375,2583.2255859375,19416064
2024-08-21 10:30:00+00:00,2583.552978515625,2585.1904296875,2581.794189453125,2584.260009765625,2584.260009765625,10401792
2024-08-21 10:45:00+00:00,2583.732421875,2589.449951171875,2583.732421875,2588.381591796875,2588.381591796875,24504320
2024-08-21 11:00:00+00:00,2588.924560546875,2590.34228515625,2586.24560546875,2587.036865234375,2587.036865234375,7005184
2024-08-21 11:15:00+00:00,2586.7998046875,2586.7998046875,2580.831298828125,2580.831298828125,2580.831298828125,0
2024-08-21 11:30:00+00:00,2580.800048828125,2583.872802734375,2580.79638671875,2580.79638671875,2580.79638671875,0
2024-08-21 11:45:00+00:00,2578.9423828125,2581.580810546875,2578.9423828125,2580.892333984375,2580.892333984375,2747392
2024-08-21 12:00:00+00:00,2579.615966796875,2579.923828125,2577.745849609375,2578.044189453125,2578.044189453125,0
2024-08-21 12:15:00+00:00,2578.26220703125,2578.26220703125,2573.378173828125,2576.428955078125,2576.428955078125,0
2024-08-21 12:30:00+00:00,2577.30029296875,2582.66259765625,2577.30029296875,2582.47509765625,2582.47509765625,53068800
2024-08-21 12:45:00+00:00,2581.73876953125,2582.573486328125,2577.838134765625,2578.434814453125,2578.434814453125,20450304
2024-08-21 13:00:00+00:00,2578.407470703125,2581.85302734375,2576.8916015625,2579.177490234375,2579.177490234375,3637248
2024-08-21 13:15:00+00:00,2577.172119140625,2581.368896484375,2577.172119140625,2577.490966796875,2577.490966796875,0
2024-08-21 13:30:00+00:00,2578.900390625,2580.1494140625,2542.419189453125,2542.419189453125,2542.419189453125,67712000
2024-08-21 13:45:00+00:00,2551.0546875,2566.762939453125,2551.0546875,2566.762939453125,2566.762939453125,154975232
2024-08-21 14:00:00+00:00,2596.2763671875,2614.903076171875,2593.954345703125,2611.1806640625,2611.1806640625,307885056
2024-08-21 14:15:00+00:00,2594.643798828125,2604.15380859375,2583.728271484375,2601.312744140625,2601.312744140625,106693632
2024-08-21 14:30:00+00:00,2601.230224609375,2616.538330078125,2599.283935546875,2616.538330078125,2616.538330078125,26174464
2024-08-21 14:45:00+00:00,2611.99853515625,2611.99853515625,2584.744384765625,2585.276611328125,2585.276611328125,18182144
2024-08-21 15:00:00+00:00,2591.016357421875,2603.24560546875,2589.91796875,2602.388916015625,2602.388916015625,0
2024-08-21 15:15:00+00:00,2604.760009765625,2606.1279296875,2601.128662109375,2601.758056640625,2601.758056640625,0
2024-08-21 15:30:00+00:00,2601.584228515625,2609.14599609375,2601.584228515625,2606.702880859375,2606.702880859375,15567872
2024-08-21 15:45:00+00:00,2608.36181640625,2608.36181640625,2602.28369140625,2605.06298828125,2605.06298828125,0
2024-08-21 16:00:00+00:00,2602.84130859375,2602.84130859375,2593.7197265625,2600.007568359375,2600.007568359375,0
2024-08-21 16:15:00+00:00,2597.35986328125,2603.0625,2597.35986328125,2603.0625,2603.0625,23473152
2024-08-21 16:30:00+00:00,2603.40966796875,2608.24853515625,2602.251708984375,2608.24853515625,2608.24853515625,9133056
2024-08-21 16:45:00+00:00,2607.6572265625,2608.795166015625,2605.094482421875,2605.781982421875,2605.781982421875,16967680
2024-08-21 17:00:00+00:00,2607.230224609375,2607.642578125,2602.5302734375,2607.263916015625,2607.263916015625,0
2024-08-21 17:15:00+00:00,2607.83349609375,2625.087158203125,2605.46826171875,2625.087158203125,2625.087158203125,105624576
2024-08-21 17:30:00+00:00,2625.555908203125,2630.19580078125,2619.15380859375,2625.258544921875,2625.258544921875,65321984
2024-08-21 17:45:00+00:00,2624.802001953125,2629.19580078125,2624.802001953125,2626.336669921875,2626.336669921875,46753792
2024-08-21 18:00:00+00:00,2626.622802734375,2629.939208984375,2625.19091796875,2625.989990234375,2625.989990234375,12178432
2024-08-21 18:15:00+00:00,2626.3544921875,2638.673583984375,2626.3544921875,2638.673583984375,2638.673583984375,67063808
2024-08-21 18:30:00+00:00,2639.30322265625,2644.471435546875,2630.217529296875,2630.217529296875,2630.217529296875,104655872
